abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_0.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_1.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_10.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_11.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_12.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_13.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_14.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_15.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_16.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_17.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_18.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_19.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_2.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_20.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_21.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_22.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_23.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_24.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_25.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_26.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_27.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_28.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_29.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_3.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_30.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_31.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_32.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_33.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_34.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_35.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_36.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_37.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_38.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_39.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_4.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_40.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_41.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_42.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_43.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_44.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_45.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_46.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_47.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_48.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_49.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_7.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_8.jpg
abraham_grampa_simpson,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\abraham_grampa_simpson_9.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_0.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_1.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_10.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_11.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_12.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_13.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_14.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_15.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_16.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_17.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_18.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_19.jpg
apu_nahasapeemapetilon,./simpsons_dataset/kaggle_simpson_testset/kaggle_simpson_testset\apu_nahasapeemapetilon_2.jpg
